Title,Budget,Gross,IMDb Rating,Metascore,Reviews,Likes,Success/Flop
Charlotte's Web,85000000,144000000,6.208,6.208,1247,20.993,Success
Halloween III: Season of the Witch,2500000,14400000,5.154,5.154,1180,17.439,Success
Mortdecai,60000000,47318560,5.509,5.509,2483,19.8,Flop
The Santa Clause 3: The Escape Clause,12000000,84500122,5.485,5.485,931,14.739,Success
"It's a Mad, Mad, Mad, Mad World",9400000,60000000,7.0,7.0,480,21.486,Success
The Longest Day,10000000,50100000,7.598,7.598,822,23.185,Success
Anchorman 2: The Legend Continues,50000000,173649015,6.139,6.139,2292,17.238,Success
Licorice Pizza,40000000,27423319,7.0,7.0,1812,23.066,Flop
Big Momma's House,30000000,173959438,5.801,5.801,2070,22.733,Success
Ma,5000000,51749995,5.797,5.797,1978,17.942,Success
From Paris with Love,52000000,52826594,6.248,6.248,1786,22.532,Success
The Sting,5500000,159616327,8.0,8.0,2260,18.2,Success
The Village,60000000,256697520,6.447,6.447,3686,16.181,Success
Bound,4500000,7011317,7.183,7.183,777,21.68,Success
Tenacious D in The Pick of Destiny,22000000,13405595,6.7,6.7,1388,17.481,Flop
Hoodwinked!,15000000,51053787,6.218,6.218,1581,20.729,Success
The Lego Movie 2: The Second Part,99000000,199603202,6.678,6.678,1894,25.448,Success
Pompeii,100000000,117831631,5.523,5.523,3007,22.63,Success
Hall Pass,36000000,83200000,5.649,5.649,1778,16.678,Success
Diary of a Wimpy Kid: Dog Days,22000000,76196538,6.291,6.291,844,25.43,Success
National Lampoon's Van Wilder,6000000,39241323,6.007,6.007,1634,25.42,Success
The Circle,18000000,40651864,5.505,5.505,4120,23.23,Success
Trainwreck,35000000,140795793,5.791,5.791,2404,25.169,Success
Blue Thunder,22000000,42313354,6.135,6.135,393,18.873,Success
Go,6500000,28451622,6.822,6.822,583,14.724,Success
Marriage Story,18000000,2300000,7.753,7.753,6345,19.836,Flop
Rock of Ages,75000000,59418613,6.186,6.186,1142,22.725,Flop
Star Trek: First Contact,46000000,150000000,7.302,7.302,1547,25.397,Success
Mile 22,35000000,66308758,6.201,6.201,1978,19.731,Success
The Judge,50000000,83719388,7.307,7.307,3663,25.392,Success
Happy Gilmore,12000000,41205099,6.621,6.621,2333,25.386,Success
George of the Jungle,55000000,174463257,5.592,5.592,1871,17.721,Success
Into the Wild,15000000,56255142,7.815,7.815,8877,22.022,Success
History of the World: Part I,11000000,31672907,6.797,6.797,683,17.968,Success
Mr. Bean's Holiday,25000000,232225908,6.341,6.341,2556,24.97,Success
In the Heat of the Night,2000000,27379978,7.681,7.681,886,21.219,Success
Young Frankenstein,2800000,86273333,7.916,7.916,2805,21.718,Success
Return of the Living Dead III,2000000,54207,6.608,6.608,747,19.967,Flop
Downton Abbey: A New Era,40000000,88000000,7.206,7.206,347,23.011,Success
All About Eve,1400000,8400000,8.15,8.15,1349,19.166,Success
DOA: Dead or Alive,21000000,7563172,5.198,5.198,717,18.966,Flop
Ronin,55000000,70692101,6.939,6.939,2057,25.329,Success
Deuce Bigalow: European Gigolo,22000000,22400154,5.238,5.238,802,22.965,Success
Due Date,65000000,211780824,6.348,6.348,4946,19.165,Success
Blazing Saddles,2600000,119500000,7.29,7.29,1610,21.912,Success
The Invasion,80000000,40170558,5.963,5.963,1305,16.664,Flop
Mad God,250000,322619,6.96,6.96,214,21.263,Success
Sinister 2,10000000,53329150,5.9,5.9,1935,20.966,Success
Star Trek VI: The Undiscovered Country,27000000,96900000,7.017,7.017,1107,11.97,Success
The Muppets,45000000,165184237,6.65,6.65,1392,20.963,Success
Crank,12000000,42931041,6.63,6.63,3299,25.292,Success
Stomp the Yard,13000000,75511123,6.945,6.945,376,20.211,Success
Pokémon 3: The Movie,16000000,68411275,6.499,6.499,559,25.281,Success
Four Rooms,4000000,4257354,5.773,5.773,2382,24.909,Success
The 40 Year Old Virgin,26000000,177378645,6.369,6.369,6078,24.559,Success
Les Misérables,61000000,441809770,7.344,7.344,4898,20.512,Success
Pete's Dragon,65000000,143695338,6.387,6.387,2037,18.462,Success
Teen Titans Go! To the Movies,10000000,28646544,7.347,7.347,1009,25.256,Success
Menace II Society,3500000,27900000,7.548,7.548,659,22.706,Success
Beowulf,70000000,195735876,5.88,5.88,2555,21.457,Success
Lion,12000000,140312928,8.088,8.088,6087,18.562,Success
Before I Fall,5000000,18900000,6.974,6.974,3214,18.762,Success
Hairspray,2000000,6671108,6.871,6.871,368,17.405,Success
Deep Blue Sea,60000000,164648142,5.956,5.956,2156,22.155,Success
Boo 2! A Madea Halloween,25000000,48333932,5.751,5.751,455,11.961,Success
The Craft,15000000,24819936,6.741,6.741,1622,20.052,Success
Identity Thief,35000000,173965010,5.845,5.845,3109,20.106,Success
The X Files,66000000,189198313,6.832,6.832,1397,25.211,Success
The Natural,28000000,47951979,6.9,6.9,516,15.7,Success
The Man in the Iron Mask,35000000,182968902,6.617,6.617,3484,22.601,Success
Zoolander,28000000,60780981,6.2,6.2,3994,19.65,Success
Infernal Affairs,125000,8708932,7.813,7.813,1396,17.95,Success
Ace Ventura: Pet Detective,15000000,107217396,6.547,6.547,5190,23.799,Success
Abigail,7000000,1940234,6.189,6.189,196,14.459,Flop
Wild Tales,4000000,27007072,7.858,7.858,2979,21.552,Success
The X Files: I Want to Believe,30000000,69363381,5.731,5.731,1312,17.649,Success
The Heartbreak Kid,60000000,127766650,5.698,5.698,1444,25.166,Success
Colors,6000000,46616067,6.5,6.5,379,16.946,Success
Marie Antoinette,40000000,60917189,6.667,6.667,2414,23.197,Success
Case 39,27000000,29000000,6.28,6.28,2045,23.396,Success
Paranormal Activity 2,3000000,177512032,5.744,5.744,2203,16.897,Success
The Outpost,18000000,2133452,6.886,6.886,893,17.709,Flop
Pitch Perfect 3,45000000,184724494,6.6,6.6,3075,24.451,Success
Tower Heist,75000000,152930623,6.059,6.059,2659,20.396,Success
Death Proof,25000000,31126421,6.826,6.826,4580,23.344,Success
Moneyball,50000000,110206216,7.257,7.257,4504,19.344,Success
Y Tu Mamá También,5000000,33616692,7.419,7.419,1304,25.119,Success
Das Boot,14000000,85000000,8.08,8.08,1920,25.119,Success
Tango & Cash,55000000,63408614,6.414,6.414,1648,20.691,Success
Lupin the Third: The Castle of Cagliostro,7202188,8194857,7.518,7.518,873,23.441,Success
Mars Needs Moms,150000000,38992758,6.054,6.054,614,23.693,Flop
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,5600000,29950000,6.8,6.8,143,13.441,Success
Lethal Weapon 4,140000000,285444603,6.575,6.575,2330,19.04,Success
Silenced,2200000,31500000,8.111,8.111,493,19.542,Success
Gran Torino,33000000,269958228,8.0,8.0,9793,25.068,Success
The Day the Earth Stood Still,995000,1850000,7.5,7.5,949,15.687,Success
Crimson Peak,55000000,74679822,6.641,6.641,4578,19.89,Success
21,35000000,159808370,6.689,6.689,4231,24.387,Success
On Deadly Ground,50000000,49000000,5.1,5.1,404,13.934,Flop
Alaipayuthey,2000000,6000000,7.3,7.3,32,17.894,Success
An Officer and a Gentleman,7500000,129795554,7.024,7.024,966,22.683,Success
Freedom Writers,21000000,43095175,7.92,7.92,1964,21.935,Success
Alexander,155000000,167298192,5.91,5.91,2975,22.38,Success
Abduction,35000000,82087155,5.861,5.861,2692,24.782,Success
The Blob,19000000,8247943,6.692,6.692,728,25.003,Flop
SuperFly,16000000,20545116,6.8,6.8,320,24.998,Success
The City of Lost Children,18000000,1738611,7.3,7.3,938,17.852,Flop
Giant,5400000,32855818,7.633,7.633,593,24.627,Success
Miracle on 34th Street,630000,2700000,7.352,7.352,625,15.926,Success
Get Smart,80000000,230685453,6.17,6.17,3228,17.127,Success
Spotlight,20000000,98690254,7.811,7.811,7646,21.98,Success
The Spy Who Dumped Me,40000000,33562069,6.406,6.406,2037,16.881,Flop
The Waterboy,23000000,185991646,6.052,6.052,1592,17.773,Success
A Monster in Paris,25000000,26611650,6.809,6.809,1134,17.374,Success
Lara Croft: Tomb Raider - The Cradle of Life,95000000,160099222,5.745,5.745,3898,14.889,Success
The Grudge 2,20000000,39143839,5.504,5.504,905,22.921,Success
Deep Rising,45000000,11203026,6.17,6.17,592,22.368,Flop
Wild at Heart,9500000,14560247,7.056,7.056,1408,17.617,Success
Beverly Hills Cop III,50000000,119208989,5.862,5.862,1539,24.889,Success
Missing Link,100000000,26565710,6.995,6.995,752,16.077,Flop
Aliens in the Attic,45000000,57881056,5.7,5.7,901,17.917,Success
Woodlawn,12000000,14394097,7.015,7.015,163,23.92,Success
The Aviator,110000000,213700000,7.23,7.23,4798,20.665,Success
Werewolves Within,6500000,937490,6.067,6.067,413,20.688,Flop
The Sitter,25000000,34942188,5.59,5.59,836,19.366,Success
Bedtime Stories,80000000,212874864,6.127,6.127,2585,24.563,Success
Barry Lyndon,11000000,198992,8.008,8.008,2466,20.111,Flop
Herbie Fully Loaded,50000000,144146816,5.701,5.701,2077,22.411,Success
Braven,5000000,854319,6.221,6.221,906,22.918,Flop
Swordfish,102000000,147080413,6.219,6.219,2380,21.41,Success
I Feel Pretty,32000000,94539426,6.413,6.413,1917,23.068,Success
Eastern Promises,51500000,56106607,7.366,7.366,2898,19.16,Success
La Haine,2600000,15300000,8.082,8.082,3474,21.858,Success
The Lost City of Z,30000000,8574339,6.381,6.381,2579,16.61,Flop
Jackie Brown,12000000,39673162,7.356,7.356,5704,24.253,Success
The Guns of Navarone,6000000,28900000,7.3,7.3,673,17.681,Success
The Pirates! In an Adventure with Scientists!,60000000,123054041,6.426,6.426,952,20.154,Success
Natural Born Killers,34000000,50283563,7.075,7.075,3018,24.745,Success
Crimes of the Future,27000000,4400000,6.247,6.247,793,22.098,Flop
Halloween: Resurrection,13000000,37664855,4.64,4.64,1092,20.4,Success
Crazy Rich Asians,30000000,238539198,7.077,7.077,3298,23.858,Success
Last Tango in Paris,1250000,36182181,7.024,7.024,1078,18.847,Success
Mr. Nice Guy,12716953,18814720,6.498,6.498,570,19.646,Success
The Skin I Live In,13000000,33750478,7.533,7.533,3793,19.597,Success
48 Hrs.,12000000,78868508,6.68,6.68,1272,20.344,Success
Entrapment,66000000,212404396,6.189,6.189,1765,20.893,Success
The Fog,1000000,21378361,6.688,6.688,1297,17.641,Success
The Holiday,85000000,194168700,7.075,7.075,4497,20.292,Success
John Q,36000000,102244770,7.113,7.113,2133,22.04,Success
Speed 2: Cruise Control,160000000,164508066,4.573,4.573,1449,20.589,Success
Tootsie,21000000,177200000,7.202,7.202,1550,16.588,Success
The House That Jack Built,9800000,5566776,7.171,7.171,2369,12.597,Flop
Enter the Void,13000000,754249,7.37,7.37,1567,16.837,Flop
Mr. Popper's Penguins,55000000,187361754,5.93,5.93,2657,20.338,Success
"Honey, I Blew Up the Kid",40000000,58662452,5.231,5.231,1041,18.334,Success
Desperado,7000000,25405445,6.907,6.907,2530,23.833,Success
Bridge of Spies,40000000,165478348,7.226,7.226,6316,19.788,Success
Revolver,27000000,7164778,6.383,6.383,1193,20.335,Flop
The Strangers: Prey at Night,12500000,31039126,5.605,5.605,1185,23.392,Success
Logan Lucky,29000000,48453605,6.725,6.725,3147,24.567,Success
Valkyrie,75000000,200276000,6.902,6.902,3293,18.584,Success
In the Name of the King: A Dungeon Siege Tale,60000000,13100000,4.723,4.723,735,17.584,Flop
3:10 to Yuma,55000000,70016220,7.198,7.198,3165,24.552,Success
Jerry Maguire,50000000,273552592,6.9,6.9,2867,20.981,Success
Around the World in 80 Days,110000000,72178895,5.904,5.904,2233,18.581,Flop
Street Fighter: The Legend of Chun-Li,50000000,12764201,4.413,4.413,393,14.38,Flop
Layer Cake,6500000,11850214,6.934,6.934,1801,19.929,Success
Taxi 2,10500000,64400000,6.23,6.23,1544,16.579,Success
Collateral Beauty,36000000,88528280,7.2,7.2,5076,16.384,Success
Don't Tell Mom the Babysitter's Dead,10000000,25196249,6.164,6.164,360,13.877,Success
Suspiria,20000000,6348889,6.942,6.942,2232,21.087,Flop
Child 44,50000000,3324330,6.266,6.266,1504,15.443,Flop
Color of Night,40000000,19726050,5.767,5.767,501,18.876,Flop
The Interpreter,80000000,162944923,6.292,6.292,1283,15.827,Success
Spawn,40000000,87840042,5.382,5.382,1179,24.027,Success
Animal House,2700000,141000000,7.009,7.009,1341,19.875,Success
Mirror,825370,119266,8.02,8.02,799,19.375,Flop
The Orphanage,3400000,78638987,7.234,7.234,2610,19.826,Success
The Deep End of the Ocean,38000000,28121100,6.414,6.414,333,22.125,Flop
Torque,40000000,46546197,5.212,5.212,490,21.374,Success
The Return of the Texas Chainsaw Massacre,600000,185898,4.48,4.48,537,19.123,Flop
On the Waterfront,910000,9600000,7.959,7.959,1358,24.469,Success
The Phantom of the Opera,70000000,154648887,7.276,7.276,1438,24.462,Success
Dirty Harry,4000000,35976000,7.479,7.479,2125,24.445,Success
Chocolat,25000000,152500343,6.96,6.96,3010,13.82,Success
FernGully: The Last Rainforest,24000000,32710894,6.348,6.348,495,16.117,Success
Evan Almighty,175000000,174440724,5.549,5.549,3862,21.069,Flop
New Nightmare,8000000,57000000,6.442,6.442,1182,24.402,Success
The Nutty Professor,54000000,128769345,5.617,5.617,2634,17.515,Success
Diamonds Are Forever,7200000,116019547,6.384,6.384,1813,24.402,Success
The Land Before Time,12500000,84460846,7.1,7.1,2295,17.563,Success
Troll,1100000,5450815,4.892,4.892,171,14.113,Success
Moonlight,4000000,65046687,7.393,7.393,6516,21.469,Success
The Adventures of Robin Hood,2033000,3981000,7.465,7.465,634,20.363,Success
License to Wed,35000000,69307224,5.68,5.68,792,14.613,Success
The Hitcher,6000000,5844868,6.974,6.974,757,18.561,Flop
Hitch,70000000,371600000,6.548,6.548,5255,18.812,Success
The Game,50000000,109423648,7.561,7.561,5812,22.511,Success
Being John Malkovich,13000000,22863596,7.418,7.418,3857,24.008,Success
Rebecca,1288000,6000000,7.916,7.916,1518,17.558,Success
EXIT,10892000,69501772,7.585,7.585,194,17.369,Success
The Next Three Days,30000000,67448651,7.067,7.067,2576,22.759,Success
Mallrats,6000000,2122561,6.768,6.768,1084,21.705,Flop
Tekken,30000000,967000,5.396,5.396,608,24.308,Flop
Blue Velvet,6000000,8618766,7.632,7.632,2886,24.303,Success
Moonrise Kingdom,16000000,68263166,7.691,7.691,5338,17.755,Success
The Thin Red Line,52000000,98126565,7.45,7.45,2633,20.203,Success
The Hustle,21000000,97409779,6.224,6.224,2285,21.514,Success
Paranormal Activity 3,5000000,207039844,5.896,5.896,1984,24.282,Success
My Sister's Keeper,30000000,95714875,7.363,7.363,1904,23.604,Success
Fire in the Sky,15000000,19885552,6.599,6.599,490,20.351,Success
Speed Racer,120000000,93945766,6.239,6.239,1351,17.103,Flop
Fool's Gold,70000000,111231041,5.72,5.72,1329,24.275,Success
Chestnut: Hero of Central Park,6,10,7.246,7.246,181,22.851,Success
Eat Pray Love,60000000,204594016,6.228,6.228,2200,18.752,Success
Happy Death Day,4800000,125479266,6.64,6.64,5617,24.258,Success
Slither,15000000,12834936,6.497,6.497,1308,17.05,Flop
The Rundown,85000000,80916492,6.446,6.446,1765,19.048,Flop
Dennis the Menace,35000000,117270765,5.808,5.808,1308,24.238,Success
Million Dollar Baby,30000000,216763646,8.0,8.0,8680,24.226,Success
Sheena,25000000,5778353,5.8,5.8,124,24.221,Flop
Pitch Perfect,17000000,115400000,7.3,7.3,6111,24.216,Success
A Dog's Way Home,18000000,17643857,7.326,7.326,973,20.605,Flop
Backdraft,75000000,152368585,6.636,6.636,1232,19.294,Success
Powder,9500000,30862156,6.938,6.938,532,18.793,Success
Antebellum,15000000,7060384,6.291,6.291,807,15.861,Flop
Ride Along,25000000,153997819,6.24,6.24,2062,17.796,Success
Street Kings,20000000,66476363,6.6,6.6,1275,17.279,Success
Hoodwinked Too! Hood VS. Evil,30000000,13521829,5.151,5.151,480,24.168,Flop
High Noon,730000,8000000,7.707,7.707,1241,23.79,Success
Little Nicky,85000000,58292295,5.861,5.861,1610,21.789,Flop
The Girl with the Dragon Tattoo,13000000,109421911,7.522,7.522,2672,17.251,Success
Ferris Bueller's Day Off,6000000,70136369,7.615,7.615,4357,23.988,Success
"I Love You, Beth Cooper",18000000,15345201,5.947,5.947,777,24.15,Flop
Chaos,30000000,7000000,6.31,6.31,906,17.837,Flop
Upside Down,60000000,22187813,6.255,6.255,2314,18.039,Flop
The Shallows,17000000,119100758,6.351,6.351,4704,19.042,Success
Elektra,43000000,56681566,5.027,5.027,2175,19.986,Success
A Bridge Too Far,22000000,50750000,7.232,7.232,683,23.335,Success
Shark Night 3D,28000000,10126458,4.908,4.908,467,21.538,Flop
47 Meters Down,5500000,62198461,5.787,5.787,2513,20.591,Success
Red Eye,26000000,57891803,6.35,6.35,1680,15.485,Success
Heathers,3000000,1108462,7.307,7.307,1466,15.084,Flop
Like Stars on Earth,2600000,28430000,7.974,7.974,996,17.224,Success
Love in the Time of Cholera,45000000,4607608,6.601,6.601,332,15.335,Flop
Escape from the Planet of the Apes,2500000,12348905,6.312,6.312,878,19.082,Success
A River Runs Through It,12000000,43440294,7.029,7.029,910,18.032,Success
Uncle Drew,19000000,17665000,6.751,6.751,492,21.34,Flop
Where Eagles Dare,7700000,21000000,7.559,7.559,759,24.081,Success
Life,80000000,73521587,6.65,6.65,670,19.778,Flop
Police Academy 2: Their First Assignment,7600000,55600000,6.046,6.046,1339,23.526,Success
To Kill a Mockingbird,2000000,13129846,8.007,8.007,2298,24.035,Success
God's Not Dead 2,5000000,23507567,6.2,6.2,366,21.031,Success
Manchester by the Sea,9000000,78988148,7.535,7.535,5281,23.481,Success
Seven Pounds,55000000,168167691,7.615,7.615,6256,20.525,Success
Erin Brockovich,52000000,256271286,7.422,7.422,2768,24.011,Success
Before Sunset,2700000,15992615,7.822,7.822,2978,23.274,Success
The Big Sleep,1600000,4900000,7.6,7.6,881,18.823,Success
Paul Blart: Mall Cop,26000000,183293131,5.416,5.416,2233,20.523,Success
Candyman,6000000,25792310,6.604,6.604,1375,20.771,Success
Run Lola Run,1530000,7267585,7.323,7.323,1940,20.069,Success
Defiance,32000000,51155219,6.819,6.819,1559,18.769,Success
The Piano,7000000,40185556,7.398,7.398,1305,21.766,Success
A Man Apart,36000000,44350926,6.085,6.085,785,23.946,Success
Confessions of a Shopaholic,40000000,108332743,6.439,6.439,2431,18.816,Success
Babe: Pig in the City,90000000,69131860,5.562,5.562,1091,20.265,Flop
Smokey and the Bandit II,17000000,66132626,5.611,5.611,238,18.563,Success
Philadelphia,26000000,206678440,7.728,7.728,3823,21.712,Success
Frequency,31000000,68106245,7.216,7.216,1532,19.413,Success
Obsessed,20000000,73830340,5.732,5.732,574,22.263,Success
Tusk,3000000,1882074,5.469,5.469,1200,16.266,Flop
The Negotiator,50000000,44547681,7.063,7.063,1807,17.911,Flop
Kidnap,21000000,30718107,6.207,6.207,1199,20.016,Success
Bombshell,32000000,61404394,6.819,6.819,2690,21.471,Success
Tales from Earthsea,22000000,68625104,6.556,6.556,1164,19.809,Success
Paranormal Activity: The Marked Ones,5000000,90894962,5.402,5.402,1301,23.855,Success
The Time Traveler's Wife,39000000,101344412,6.9,6.9,2230,18.808,Success
Twin Peaks: Fire Walk with Me,10000000,4184990,7.349,7.349,1675,17.056,Flop
21 Bridges,33000000,49939757,6.758,6.758,1728,23.845,Success
Inkheart,60000000,62803180,6.285,6.285,1937,19.057,Success
Cake,7000000,2360281,6.306,6.306,834,13.033,Flop
[REC],1500000,32511655,7.176,7.176,3865,23.839,Success
The Rite,37000000,96047633,6.1,6.1,1895,15.306,Success
Paterson,5000000,2152738,7.105,7.105,1680,14.309,Flop
Bros,22000000,14800000,7.0,7.0,374,22.125,Flop
The Road,32000000,27635305,6.989,6.989,3377,23.815,Flop
Bad Moms,20000000,183936074,6.498,6.498,3826,16.956,Success
The Rocky Horror Picture Show,1200000,112892319,7.487,7.487,2512,19.8,Success
Under Siege,35000000,156563139,6.252,6.252,1326,16.249,Success
Sky Captain and the World of Tomorrow,70000000,57958696,5.8,5.8,1112,18.55,Flop
The Sum of All Fears,68000000,193921372,6.309,6.309,1505,23.79,Success
TMNT,34000000,95608995,6.106,6.106,963,23.759,Success
Men in Hope,1130710,6638849,7.507,7.507,148,17.798,Success
Frida,12000000,56298474,7.429,7.429,1872,19.245,Success
Witness,12000000,68706993,7.067,7.067,1403,16.494,Success
The Boy Next Door,4000000,52425855,4.849,4.849,1927,15.398,Success
Cheaper by the Dozen 2,60000000,129181830,6.142,6.142,1830,19.545,Success
We Are Your Friends,6000000,11122090,6.725,6.725,2135,16.297,Success
The Twilight Samurai,5000000,7338987,7.8,7.8,264,16.543,Success
I Still Believe,12000000,16069730,7.626,7.626,1069,17.556,Success
The King's Daughter,40500000,2182492,7.157,7.157,627,21.777,Flop
Disturbia,20000000,117760134,6.687,6.687,3175,22.04,Success
The Remains of the Day,11500000,23237911,7.377,7.377,1122,23.678,Success
Max Payne,35000000,85416905,5.364,5.364,1858,18.988,Success
Mirror Mirror,85000000,183018522,5.916,5.916,2994,23.663,Success
Hard Candy,950000,7022209,6.826,6.826,2290,15.986,Success
Modern Times,1500000,1800000,8.299,8.299,3298,16.636,Success
DragonHeart,57000000,115267375,6.527,6.527,1786,15.534,Success
Aquamarine,12000000,23006849,6.389,6.389,1360,23.535,Success
Kalashnikov AK-47,3500000,1593464,7.459,7.459,230,15.998,Flop
The Kid Who Would Be King,59000000,32140970,6.092,6.092,647,23.639,Flop
"Paris, Texas",1746964,2181987,8.096,8.096,1486,19.782,Success
Just Mercy,25000000,50401502,7.927,7.927,1973,23.396,Success
Hackers,20000000,7563728,6.306,6.306,1091,16.732,Flop
James and the Giant Peach,38000000,28946127,6.554,6.554,1160,18.282,Flop
Apollo 13,52000000,355237933,7.441,7.441,4902,23.626,Success
You've Got Mail,65000000,250821495,6.671,6.671,2902,18.882,Success
Short Circuit,10000000,40697761,6.563,6.563,1298,17.781,Success
Here Comes the Boom,42000000,73100000,6.18,6.18,1301,16.234,Success
Cop Land,15000000,44862187,6.786,6.786,1351,19.93,Success
The Other Boleyn Girl,35000000,78269970,6.647,6.647,1828,19.38,Success
American Assassin,33000000,67200000,6.394,6.394,2719,20.785,Success
Confessions of a Teenage Drama Queen,15000000,29331068,5.596,5.596,806,16.777,Success
Dancer in the Dark,12800000,40031879,7.879,7.879,1575,16.977,Success
The Good Shepherd,85000000,100266865,6.3,6.3,1008,19.528,Success
Sugar & Spice,11000000,13276953,6.4,6.4,227,20.527,Success
Sabotage,35000000,22126842,5.6,5.6,1264,16.829,Flop
Cheaper by the Dozen,40000000,190212113,6.279,6.279,2549,21.025,Success
Lost Highway,15000000,3756869,7.61,7.61,2262,20.674,Flop
Cry-Baby,11000000,8266343,6.575,6.575,1386,16.923,Flop
The Guardian,10000000,94973540,7.125,7.125,1331,20.025,Success
Papillon,12000000,53267000,7.844,7.844,1673,21.722,Success
The Graduate,3000000,104945305,7.655,7.655,2940,20.473,Success
The Boxtrolls,60000000,108255770,6.662,6.662,1519,22.777,Success
Breakdown,36000000,50159144,6.8,6.8,776,23.531,Success
Jacob's Ladder,25000000,26118851,7.377,7.377,1393,14.27,Success
But I'm a Cheerleader,1200000,2600000,6.957,6.957,512,14.77,Success
Savage Grace,4600000,1432799,5.7,5.7,161,17.021,Flop
White Girl,700000,200242,5.7,5.7,425,17.525,Flop
The Gambler,25000000,39171130,5.907,5.907,1223,15.474,Success
Acts of Vengeance,10000000,320705,5.913,5.913,494,21.426,Flop
The Fast and the Furious: Tokyo Drift,85000000,158964610,6.449,6.449,6037,21.34,Success
Black Snake Moan,15000000,10907485,6.874,6.874,776,15.019,Flop
Song of the South,2125000,65000000,6.487,6.487,234,21.818,Success
12 Rounds,22000000,17280326,5.899,5.899,681,17.269,Flop
Invasion of the Body Snatchers,3500000,24946533,7.197,7.197,887,23.485,Success
Land of the Lost,100000000,68688831,5.445,5.445,1171,23.477,Flop
The Wedding Planner,35000000,94728529,5.923,5.923,1512,13.214,Success
Road to Perdition,80000000,181001478,7.355,7.355,3234,18.26,Success
Deepwater Horizon,110000000,121790373,6.9,6.9,4129,16.723,Success
Peppermint,25000000,53918723,6.71,6.71,1848,23.407,Success
Love the Coopers,17000000,42426912,6.0,6.0,707,11.513,Success
Body Double,10000000,8801940,6.772,6.772,648,18.707,Flop
Empire State,11000000,3639345,5.366,5.366,608,19.761,Flop
Before the Devil Knows You're Dead,18000000,25005257,7.105,7.105,1288,19.008,Success
The Maltese Falcon,375000,1772000,7.757,7.757,1443,17.257,Success
Cry Macho,33000000,16481544,6.015,6.015,842,14.734,Flop
Ad Astra,87500000,127461872,6.098,6.098,6008,15.559,Success
The Villainess,125000,8737458,6.843,6.843,578,17.262,Success
By the Sea,10000000,3727746,5.581,5.581,539,23.372,Flop
Sinkhole,11400000,17970000,7.215,7.215,100,20.03,Success
Cool Runnings,14000000,154856263,6.993,6.993,1780,23.355,Success
The Lake House,40000000,114830111,6.98,6.98,2455,15.901,Success
The Ninth Gate,38000000,58401898,6.46,6.46,2633,21.199,Success
Black Mass,53000000,98837872,6.469,6.469,3068,20.403,Success
Prince of Darkness,3000000,14182492,6.791,6.791,844,15.947,Success
Allied,85000000,119520023,6.784,6.784,4186,23.303,Success
Videodrome,5952000,2120439,7.296,7.296,1882,19.496,Flop
3 Days to Kill,28000000,53260230,6.068,6.068,1960,20.448,Success
Godzilla: Final Wars,19500000,12000000,7.022,7.022,253,19.745,Flop
P2,3500000,7766240,6.165,6.165,726,19.446,Success
Hudson Hawk,65000000,17218080,5.665,5.665,863,21.444,Flop
The Bank Job,20000000,64828421,6.82,6.82,2008,21.396,Success
Neighbors,18000000,270665134,6.177,6.177,6481,18.048,Success
Courageous,1000000,34522221,7.564,7.564,305,23.253,Success
The Boondock Saints II: All Saints Day,8000000,10629321,5.993,5.993,650,14.243,Success
The Gods Must Be Crazy,5000000,60000000,7.246,7.246,989,23.248,Success
I Know What You Did Last Summer,17000000,125586134,5.94,5.94,2445,20.391,Success
Chernobyl Diaries,1000000,38390020,5.239,5.239,1435,14.991,Success
Love Happens,18000000,36133014,5.911,5.911,603,17.99,Success
Boomerang,40000000,70100000,5.662,5.662,492,13.238,Success
Skiptrace,32000000,58500000,5.66,5.66,586,18.994,Success
Son of God,22000000,67800064,6.9,6.9,270,15.992,Success
The Wolf's Call,22400000,12652790,7.56,7.56,1760,20.748,Flop
Nowhere to Run,15000000,64000000,6.304,6.304,591,23.209,Success
Dear John,25000000,114977104,6.839,6.839,3872,16.237,Success
Ran,11500005,11859533,8.071,8.071,1307,16.235,Success
National Lampoon's European Vacation,17000000,49364621,6.183,6.183,736,21.685,Success
Four Weddings and a Funeral,4400000,245700832,6.759,6.759,2371,21.684,Success
Blue Is the Warmest Color,4300000,10165694,7.086,7.086,4184,15.069,Success
2010,28000000,40400657,6.652,6.652,808,16.983,Success
Batman: Gotham by Gaslight,1000000,3469151,6.698,6.698,630,18.591,Success
The Fourth Kind,10000000,47709193,6.299,6.299,1525,23.166,Success
Midnight in the Switchgrass,15000000,229811,6.035,6.035,344,20.509,Flop
The Money Pit,10000000,54999651,6.493,6.493,988,19.481,Success
Pinocchio,12400000,17133446,6.591,6.591,1400,21.994,Success
Showdown in Little Tokyo,8000000,2275557,6.381,6.381,396,16.929,Flop
Look Who's Talking,7500000,296999813,6.275,6.275,2082,23.132,Success
Furry Vengeance,35000000,36236710,4.93,4.93,538,14.481,Success
Free Birds,55000000,110000000,5.9,5.9,695,14.979,Success
Secret Window,40000000,92913171,6.578,6.578,3267,18.676,Success
Friday the 13th Part III,4000000,36690067,5.873,5.873,1174,23.096,Success
The Life Aquatic with Steve Zissou,50000000,34808403,7.125,7.125,2537,19.025,Flop
PK,13000000,120000000,7.703,7.703,854,9.89,Success
